entry_index,datetime,date,product_vt_symbol,contract_vt_symbol,direction,signal,layer_kind,entry_context,risk_mode,sizing_method,estimated_equity,total_margin_in_use_before,allowed_capital,single_trade_capital_limit,sizing_equity,effective_sizing_equity_cap,dynamic_sizing_equity_soft_cap_enabled,dynamic_sizing_equity_soft_cap_base,dynamic_sizing_equity_soft_cap_max,dynamic_sizing_equity_soft_cap_raw_cap,dynamic_sizing_equity_soft_cap_margin_pressure_ratio,dynamic_sizing_equity_soft_cap_drawdown_ratio,dynamic_sizing_equity_soft_cap_release_weight,free_capital,limited_balance,effective_single_trade_capital_usage_ratio,effective_streak_risk_multipliers,risk_ratio,risk_multiplier,oi_price_confirm_risk_restore_enabled,oi_price_confirm_risk_restore_applied,oi_price_confirm_risk_restore_reason,oi_price_confirm_risk_restore_base_multiplier,oi_price_confirm_risk_restore_multiplier,oi_price_confirm_risk_restore_effective_multiplier,oi_price_confirm_entry_close,oi_price_confirm_prev_close,oi_price_confirm_entry_oi,oi_price_confirm_prev_oi,oi_price_confirm_oi_up,oi_price_confirm_price_aligned,oi_price_confirm_recent_sum_ratio_required,oi_price_confirm_recent_sum_days,oi_price_confirm_recent_oi_sum,oi_price_confirm_prior_oi_sum,oi_price_confirm_recent_prior_oi_sum_ratio,oi_price_confirm_recent_sum_ratio_passed,oi_price_confirm_passed,streak_entry_structure_risk_recovery_enabled,streak_entry_structure_risk_recovery_applied,streak_entry_structure_risk_recovery_reason,streak_entry_structure_risk_recovery_base_multiplier,streak_entry_structure_risk_recovery_effective_multiplier,streak_entry_structure_risk_recovery_rsi_confirmation_enabled,streak_entry_structure_risk_recovery_rsi_value,streak_entry_structure_risk_recovery_long_min_rsi,streak_entry_structure_risk_recovery_short_max_rsi,streak_entry_structure_risk_recovery_directional_edge_enabled,streak_entry_structure_risk_recovery_directional_edge_period,streak_entry_structure_risk_recovery_directional_edge_close_position,streak_entry_structure_risk_recovery_directional_edge_long_min,streak_entry_structure_risk_recovery_directional_edge_short_max,streak_entry_structure_risk_recovery_portfolio_drawdown_pct,streak_entry_structure_risk_recovery_max_portfolio_drawdown_pct,recovery_sleeve_enabled,recovery_sleeve_applied,recovery_sleeve_normal_risk_bypass_enabled,recovery_sleeve_normal_risk_bypassed,recovery_sleeve_reason,recovery_sleeve_selected_volume_before,recovery_sleeve_selected_volume_after,recovery_sleeve_broker_margin_multiplier,recovery_sleeve_single_contract_broker_margin_to_equity,recovery_sleeve_max_single_contract_broker_margin_to_equity,recovery_sleeve_cooldown_days,post_entry_quality_add_enabled,post_entry_quality_add_feature,post_entry_quality_add_passed,post_entry_quality_add_observation_bars,post_entry_quality_add_volume_multiplier,post_entry_quality_add_triggers_add_profit_lock,post_entry_quality_add_body60_ratio,post_entry_quality_add_avg_body_pct,post_entry_quality_add_avg_directional_close_strength,post_entry_quality_add_short30_ratio,post_entry_quality_add_long60_ratio,post_entry_quality_add_avg_adverse_wick_pct,directional_30d_risk_boost_enabled,directional_30d_risk_boost_lookback,directional_30d_volume_confirmation_enabled,directional_30d_volume_recent_days,directional_30d_volume_prior_days,directional_30d_recent_volume_sum,directional_30d_prior_volume_sum,directional_30d_volume_expanding,directional_30d_start_close,directional_30d_end_close,directional_30d_return,directional_30d_risk_boost_aligned,directional_30d_risk_boost_applied,directional_30d_risk_boost_multiplier,directional_30d_risk_boost_reason,risk_amount_before_directional_30d_boost,target_risk_amount,planned_entry_price,filled_entry_price,entry_price,stop_price,stop_distance,size,risk_per_contract,actual_risk_amount,margin_ratio,margin_per_contract,actual_margin_amount,projected_total_margin_after,volume,risk_cluster_cap_enabled,risk_cluster_name,risk_cluster_cap_ratio,risk_cluster_cap_amount,risk_cluster_reserved_margin_before,risk_cluster_max_volume,risk_cluster_selected_volume_before,risk_cluster_selected_volume,risk_cluster_heat_gate_enabled,risk_cluster_heat_gate_weight,risk_cluster_heat_gate_pressure,risk_cluster_heat_gate_selected_volume_before,risk_cluster_heat_gate_selected_volume,contracts_by_risk,contracts_by_margin,contracts_by_single_trade_cap,selected_volume,selected_volume_ungated,incremental_margin_budget_gate_reduce_volume_enabled,incremental_margin_budget_gate_budget,incremental_margin_budget_gate_remaining_budget,incremental_margin_budget_gate_max_affordable_volume,incremental_margin_budget_gate_selected_volume_before,incremental_margin_budget_gate_selected_volume_after,incremental_margin_budget_gate_volume_reduced,env_gate_enabled,env_gate_weight,env_candidate_count,env_native_selected_rate,env_native_selected_count,env_avg_close_position_60d,env_avg_range_pct_zscore_120,env_gate_close_component,env_gate_range_component,env_gate_selected_component,env_gate_entry_context,portfolio_drawdown_gate_enabled,portfolio_drawdown_gate_weight,portfolio_drawdown_pct,portfolio_equity_high_water,portfolio_volatility_budget_enabled,portfolio_volatility_budget_weight,portfolio_volatility_budget_realized_annual_vol,portfolio_volatility_budget_lookback,portfolio_volatility_budget_target_annual_vol,rollover_reopen_drawdown_guard_enabled,rollover_reopen_drawdown_guard_passed,rollover_reopen_drawdown_guard_max_pct,rollover_reopen_drawdown_guard_portfolio_drawdown_pct,same_direction_correlation_gate_enabled,same_direction_correlation_gate_weight,same_direction_correlation_active_count,same_direction_correlation_corr_count,same_direction_correlation_max_corr,same_direction_correlation_avg_corr,loss_streak,profit_recovery_streak,profile,start_month,variant,account_capital,c3_capital
325,2024-12-16 00:00:00+08:00,2024-12-16,si.GFEX,si2502.GFEX,short,rollover_reopen,base,rollover_reopen,regular,risk_budget,16162571.100000013,2411250.0,14546313.990000011,11313799.770000009,16162571.100000013,16162571.100000013,0,1000000.0,1500000.0,1500000.0,0.14918727874923304,0.07349734785805648,0.8433510142796234,13751321.100000013,12135063.990000011,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,11665.0,11614.871078642027,115385.0,98362.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,,60.0,40.0,0,60,,0.8,0.2,0.07349734785805648,-1.0,0,0,0,0,,500,500,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,1688293.0,2668218.0,0,12918.22303394929,11665.0,-0.09701202949165699,1,0,1.0,volume_not_expanding,218431.1518200002,218431.1518200002,11665.0,,11665.0,11695.0,30.0,5,150.0,75000.0,0.12,6999.0,3499500.0,5910750.0,500,1,si.GFEX,0.25,4040642.775000003,0.0,577,500,500,0,1.0,0.0,500,500,1456,1733,1616,500,500,0,14546313.990000011,12135063.990000011,500,500,500,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,rollover_reopen,0,1.0,0.07349734785805648,17444711.100000013,0,1.0,0.0,60,0.6,0,1,0.1,0.07349734785805648,0,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
326,2024-12-31 00:00:00+08:00,2024-12-31,lc.GFEX,lc2505.GFEX,short,short_case1a,base,flat_entry,regular,risk_budget,17255071.100000013,2494500.0,15529563.990000011,12078549.770000009,17255071.100000013,17255071.100000013,0,1000000.0,1500000.0,1500000.0,0.1445661965426499,0.010870916629854642,1.0,14760571.100000013,13035063.990000011,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,77100.0,78320.0,181438.0,171752.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,42.69148238931086,60.0,40.0,0,60,,0.8,0.2,0.010870916629854642,-1.0,0,0,0,0,,466,466,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,1253446.0,551724.0,1,84000.0,77100.0,-0.08214285714285718,1,1,1.2,direction_and_volume_confirmed,469262.30364000035,563114.7643680004,77100.0,,77100.0,78200.0,1100.0,1,1100.0,512600.0,0.12,9252.0,4311432.0,6805932.0,466,1,lc.GFEX,0.25,4313767.775000003,0.0,466,500,466,0,1.0,0.0,466,466,511,1408,1305,466,466,0,15529563.990000011,13035063.990000011,466,466,466,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.010870916629854642,17444711.100000013,0,1.0,0.0,60,0.6,0,1,0.0,0.010870916629854642,1,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
327,2025-01-02 00:00:00+08:00,2025-01-02,cu.SHFE,cu2502.SHFE,short,short_case1a,base,flat_entry,regular,risk_budget,16488691.100000013,6830076.0,14839821.990000011,11542083.770000009,16488691.100000013,16488691.100000013,0,1000000.0,1500000.0,1500000.0,0.41422790678636673,0.05480285655174876,0.9679809563216748,9658615.100000013,8009745.990000011,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,73280.0,73770.0,153747.0,148358.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,23.184467451494502,60.0,40.0,0,60,,0.8,0.2,0.05480285655174876,-1.0,0,0,0,0,,93,93,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,437751.0,269744.0,1,74630.0,73280.0,-0.01808924025190939,1,1,1.2,direction_and_volume_confirmed,288350.8556400004,346021.02676800045,73280.0,,73280.0,73440.0,160.0,5,800.0,56800.0,0.12,43968.0,3121728.0,9951804.0,71,1,cu.SHFE,0.25,4122172.775000003,0.0,93,182,93,0,1.0,0.0,93,93,432,182,262,71,93,0,14839821.990000011,8009745.990000011,71,71,71,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.05480285655174876,17444711.100000013,0,1.0,0.0,60,0.6,0,1,0.0,0.05480285655174876,1,1.0,1,1,0.30880928718244416,0.30880928718244416,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
328,2025-01-17 00:00:00+08:00,2025-01-17,cu.SHFE,cu2503.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,15438581.100000013,0.0,13894722.990000011,10807006.770000009,15438581.100000013,15438581.100000013,0,1000000.0,1500000.0,1500000.0,0.0,0.11499932492433185,0.566671167171121,15438581.100000013,13894722.990000011,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,76540.0,76260.0,166512.0,149896.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,80.50815201204836,60.0,40.0,0,60,,0.8,0.2,0.11499932492433185,-1.0,0,0,0,0,,84,84,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,489984.0,215574.0,1,74610.0,76540.0,0.025867846133226013,1,1,1.2,direction_and_volume_confirmed,500210.0276400004,600252.0331680004,76540.0,,76540.0,76070.0,470.0,5,2350.0,197400.0,0.12,45924.0,3857616.0,3857616.0,84,1,cu.SHFE,0.25,3859645.275000003,0.0,84,235,84,0,1.0,0.0,84,84,255,302,235,84,84,0,13894722.990000011,13894722.990000011,84,84,84,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.11499932492433185,17444711.100000013,0,1.0,0.0,60,0.6,0,1,0.0,0.11499932492433185,1,1.0,0,0,0.0,0.0,3,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
329,2025-01-20 00:00:00+08:00,2025-01-20,OI.CZCE,OI505.CZCE,short,short_case1a,base,flat_entry,regular,risk_budget,15373481.100000013,0.0,13836132.990000011,10761436.770000009,15373481.100000013,15373481.100000013,0,1000000.0,1500000.0,1500000.0,0.0,0.11873111501399404,0.541792566573373,15373481.100000013,13836132.990000011,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,8477.0,8493.0,302209.0,297579.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,28.717006619638248,60.0,40.0,0,60,,0.8,0.2,0.11873111501399404,-1.0,0,0,0,0,,377,377,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,5524506.0,5976097.0,0,8804.0,8477.0,-0.03714220808723312,1,0,1.0,volume_not_expanding,498100.78764000034,498100.78764000034,8477.0,,8477.0,8544.0,67.0,10,670.0,252590.0,0.12,10172.4,3834994.8,3834994.8,377,1,OI.CZCE,0.25,3843370.275000003,0.0,377,500,377,0,1.0,0.0,377,377,743,1360,1057,377,377,0,13836132.990000011,13836132.990000011,377,377,377,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.11873111501399404,17444711.100000013,0,1.0,0.0,60,0.6,0,1,0.0,0.11873111501399404,1,1.0,0,0,0.0,0.0,4,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
330,2025-02-11 00:00:00+08:00,2025-02-11,fu.SHFE,fu2503.SHFE,long,long_case3,base,flat_entry,regular,risk_budget,14826831.100000013,0.0,13344147.990000011,10378781.770000009,14826831.100000013,14826831.100000013,0,1000000.0,1500000.0,1500000.0,0.0,0.15006726021389932,0.33288493190733787,14826831.100000013,13344147.990000011,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,3771.0,3745.0,116433.0,117032.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,71.64783292343913,60.0,40.0,0,60,,0.8,0.2,0.15006726021389932,-1.0,0,0,0,0,,500,500,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,4650721.0,6844619.0,0,3234.0,3771.0,0.16604823747680886,1,0,1.0,volume_not_expanding,240194.6638200002,240194.6638200002,3771.0,,3771.0,3749.0,22.0,10,220.0,110000.0,0.15,5656.5,2828250.0,2828250.0,500,1,fu.SHFE,0.25,3706707.775000003,0.0,655,500,500,0,1.0,0.0,500,500,1091,2359,1834,500,500,0,13344147.990000011,13344147.990000011,500,500,500,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.15006726021389932,17444711.100000013,0,1.0,0.0,60,0.6,0,1,0.0,0.15006726021389932,1,1.0,0,0,0.0,0.0,5,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
331,2025-02-13 00:00:00+08:00,2025-02-13,fu.SHFE,fu2505.SHFE,long,rollover_reopen,base,rollover_reopen,regular,risk_budget,14911831.100000013,0.0,13420647.990000011,10438281.770000009,14911831.100000013,14911831.100000013,0,1000000.0,1500000.0,1500000.0,0.0,0.14519472323046945,0.36536851179687035,14911831.100000013,13420647.990000011,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,3432.0,3512.580576307364,236407.0,114975.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,,60.0,40.0,0,60,,0.8,0.2,0.14519472323046945,-1.0,0,0,0,0,,500,500,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,4336219.0,6942700.0,0,2963.1675560298827,3432.0,0.1582200247218788,1,0,1.0,volume_not_expanding,241571.6638200002,241571.6638200002,3432.0,,3432.0,3428.0,4.0,10,40.0,20000.0,0.15,5148.0,2574000.0,2574000.0,500,1,fu.SHFE,0.25,3727957.775000003,0.0,724,500,500,0,1.0,0.0,500,500,6039,2606,2027,500,500,0,13420647.990000011,13420647.990000011,500,500,500,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,rollover_reopen,0,1.0,0.14519472323046945,17444711.100000013,0,1.0,0.0,60,0.6,0,1,0.1,0.14519472323046945,0,1.0,0,0,0.0,0.0,6,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
332,2025-02-18 00:00:00+08:00,2025-02-18,ru.SHFE,ru2505.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,14946831.100000013,0.0,13452147.990000011,10462781.770000009,14946831.100000013,14946831.100000013,0,1000000.0,1500000.0,1500000.0,0.0,0.14318838447258656,0.37874410351608967,14946831.100000013,13452147.990000011,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,17870.0,17805.0,189010.0,195531.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,62.66611946893141,60.0,40.0,0,60,,0.8,0.2,0.14318838447258656,-1.0,0,0,0,0,,110,110,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,4514568.0,4651450.0,0,17645.0,17870.0,0.012751487673561934,1,0,1.0,volume_not_expanding,242138.6638200002,242138.6638200002,17870.0,,17870.0,17650.0,220.0,10,2200.0,242000.0,0.12,21444.0,2358840.0,2358840.0,110,1,ru.SHFE,0.25,3736707.775000003,0.0,174,110,110,0,1.0,0.0,110,110,110,627,487,110,110,0,13452147.990000011,13452147.990000011,110,110,110,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.14318838447258656,17444711.100000013,0,1.0,0.0,60,0.6,0,1,0.0,0.14318838447258656,1,1.0,0,0,0.0,0.0,7,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
333,2025-02-21 00:00:00+08:00,2025-02-21,AP.CZCE,AP505.CZCE,long,long_case2,base,flat_entry,regular,risk_budget,14836831.100000013,2355540.0,13353147.990000011,10385781.770000009,14836831.100000013,14836831.100000013,0,1000000.0,1500000.0,1500000.0,0.15876301240633506,0.14949402056878994,0.33670652954140046,12481291.100000013,10997607.990000011,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,7400.0,7282.0,115887.0,112722.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,74.69146110656516,60.0,40.0,0,60,,0.8,0.2,0.14949402056878994,-1.0,0,0,0,0,,334,334,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,976716.0,930458.0,1,7080.0,7400.0,0.04519774011299438,1,1,1.2,direction_and_volume_confirmed,395913.8876400004,475096.66516800044,7400.0,,7400.0,7258.0,142.0,10,1420.0,435940.0,0.12,8880.0,2726160.0,5081700.0,307,1,AP.CZCE,0.25,3709207.775000003,0.0,417,334,334,0,1.0,0.0,334,334,334,1238,1169,307,334,0,13353147.990000011,10997607.990000011,307,307,307,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.14949402056878994,17444711.100000013,0,1.0,0.0,60,0.6,0,1,0.0,0.14949402056878994,1,0.9210266491597904,1,1,0.6242994925662183,0.6242994925662183,7,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
334,2025-03-06 00:00:00+08:00,2025-03-06,lh.DCE,lh2505.DCE,long,long_case2,base,flat_entry,regular,risk_budget,13146171.100000013,0.0,11831553.990000011,9202319.770000009,13146171.100000013,13146171.100000013,0,1000000.0,1500000.0,1500000.0,0.0,0.24640935440885559,0.0,13146171.100000013,11831553.990000011,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,13090.0,13070.0,82262.0,88937.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,55.82687710856382,60.0,40.0,0,60,,0.8,0.2,0.24640935440885559,-1.0,0,0,0,0,,130,130,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,347758.0,276157.0,1,12960.0,13090.0,0.010030864197530853,1,1,1.2,direction_and_volume_confirmed,212967.97182000018,255561.5661840002,13090.0,,13090.0,13005.0,85.0,16,1360.0,176800.0,0.12,25132.8,3267264.0,3267264.0,130,1,lh.DCE,0.25,3286542.775000003,0.0,130,187,130,0,1.0,0.0,130,130,187,470,366,130,130,0,11831553.990000011,11831553.990000011,130,130,130,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.24640935440885559,17444711.100000013,0,1.0,0.0,60,0.6,0,1,0.0,0.24640935440885559,1,1.0,0,0,0.0,0.0,9,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
335,2025-03-14 00:00:00+08:00,2025-03-14,AP.CZCE,AP505.CZCE,long,long_case2,base,flat_entry,regular,risk_budget,13125371.100000013,0.0,11812833.990000011,9187759.770000009,13125371.100000013,13125371.100000013,0,1000000.0,1500000.0,1500000.0,0.0,0.24760169287068312,0.0,13125371.100000013,11812833.990000011,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,7398.0,7314.0,122502.0,130136.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,65.20841131268332,60.0,40.0,0,60,,0.8,0.2,0.24760169287068312,-1.0,0,0,0,0,,327,327,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,1155860.0,1001055.0,1,6750.0,7398.0,0.09600000000000009,1,1,1.2,direction_and_volume_confirmed,212631.0118200002,255157.21418400022,7398.0,,7398.0,7320.0,78.0,10,780.0,255060.0,0.12,8877.6,2902975.2,2902975.2,327,1,AP.CZCE,0.25,3281342.775000003,0.0,369,327,327,0,1.0,0.0,327,327,327,1330,1034,327,327,0,11812833.990000011,11812833.990000011,327,327,327,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.24760169287068312,17444711.100000013,0,1.0,0.0,60,0.6,0,1,0.0,0.24760169287068312,1,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
336,2025-03-19 00:00:00+08:00,2025-03-19,jm.DCE,jm2505.DCE,short,short_case1a,base,flat_entry,regular,risk_budget,12654491.100000013,0.0,11389041.990000011,8858143.770000009,12654491.100000013,12654491.100000013,0,1000000.0,1500000.0,1500000.0,0.0,0.2745944012795945,0.0,12654491.100000013,11389041.990000011,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,1026.0,1048.5,401731.0,389128.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,24.47335538251387,60.0,40.0,0,60,,0.8,0.2,0.2745944012795945,-1.0,0,0,0,0,,256,256,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2627402.0,3043082.0,0,1098.5,1026.0,-0.06599908966772872,1,0,1.0,volume_not_expanding,410005.5116400004,410005.5116400004,1026.0,,1026.0,1046.52,20.519999999999982,60,1231.199999999999,315187.1999999997,0.2,12312.0,3151872.0,3151872.0,256,1,jm.DCE,0.25,3163622.775000003,0.0,256,333,256,0,1.0,0.0,256,256,333,925,719,256,256,0,11389041.990000011,11389041.990000011,256,256,256,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.2745944012795945,17444711.100000013,0,1.0,0.0,60,0.6,0,1,0.0,0.2745944012795945,1,1.0,0,0,0.0,0.0,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
337,2025-03-27 00:00:00+08:00,2025-03-27,AP.CZCE,AP505.CZCE,long,long_case1a,base,flat_entry,volume_open_interest_surge,risk_budget,12193691.100000013,0.0,10974321.990000011,8535583.770000009,12193691.100000013,12193691.100000013,0,1000000.0,1500000.0,1500000.0,0.0,0.3010092841262356,0.0,12193691.100000013,10974321.990000011,0.7,"1.0,1.0,1.0,1.0",0.06,1.0,1,0,not_confirmed,1.0,2.0,1.0,7561.0,7732.0,137206.0,106275.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,61.39289052854463,60.0,40.0,0,60,,0.8,0.2,0.3010092841262356,-1.0,0,0,0,0,,335,335,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,1543273.0,1143772.0,1,7156.0,7561.0,0.05659586361095581,1,1,1.2,direction_and_volume_confirmed,658459.3194000006,790151.1832800007,7561.0,,7561.0,7507.0,54.0,10,540.0,180900.0,0.12,9073.199999999999,3039521.9999999995,3039521.9999999995,335,1,AP.CZCE,0.25,3048422.775000003,0.0,335,500,335,0,1.0,0.0,335,335,1463,1209,940,335,335,0,10974321.990000011,10974321.990000011,335,335,335,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.3010092841262356,17444711.100000013,0,1.0,0.0,60,0.6,0,1,0.0,0.3010092841262356,1,1.0,0,0,0.0,0.0,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
338,2025-03-31 00:00:00+08:00,2025-03-31,ru.SHFE,ru2505.SHFE,short,short_case1a,base,flat_entry,regular,risk_budget,13396341.100000013,3112686.0,12056706.990000011,9377438.770000009,13396341.100000013,13396341.100000013,0,1000000.0,1500000.0,1500000.0,0.2323534446282498,0.23206861820715374,0.0,10283655.100000013,8944020.990000011,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,16560.0,16670.0,124382.0,128373.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,24.965243026166604,60.0,40.0,0,60,,0.8,0.2,0.23206861820715374,-1.0,0,0,0,0,,71,71,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2355746.0,3437692.0,0,17805.0,16560.0,-0.06992417860151645,1,0,1.0,volume_not_expanding,160992.3778200002,160992.3778200002,16560.0,,16560.0,16785.0,225.0,10,2250.0,159750.0,0.12,19872.0,1410912.0,4523598.0,71,1,ru.SHFE,0.25,3349085.275000003,0.0,168,71,71,0,1.0,0.0,71,71,71,450,471,71,71,0,12056706.990000011,8944020.990000011,71,71,71,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.23206861820715374,17444711.100000013,0,1.0,0.0,60,0.6,0,1,0.0,0.23206861820715374,1,1.0,0,0,0.0,0.0,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
